transaction_id,date,vendor_id,vendor_country,commodity,unit_price_usd,market_spot_price,commodity_mean_price,commodity_std_price,z_score,is_fraud
TRX_006972,2023-04-21,VND_0217,Japan,Aluminum_Ingot,4172.8569,2386.75,2278.4819,185.7981,10.1959,1
TRX_004147,2023-12-21,VND_0163,Japan,Copper_Cathode,7.0318,3.91,3.8866,0.3098,10.1514,1
TRX_004282,2023-09-11,VND_0278,United States,Gold_Bullion,3305.1382,1923.3,1953.9473,133.1314,10.1493,1
TRX_001636,2023-12-27,VND_0221,Canada,Gold_Bullion,3303.7336,2081.9,1953.9473,133.1314,10.1388,1
TRX_009012,2023-01-31,VND_0099,Germany,Gold_Bullion,3281.5374,1929.5,1953.9473,133.1314,9.972,1
TRX_003655,2023-02-11,VND_0291,Canada,Gold_Bullion,3277.7622,1862.8,1953.9473,133.1314,9.9437,1
TRX_002041,2023-05-04,VND_0189,Japan,Gold_Bullion,3269.6521,2048.0,1953.9473,133.1314,9.8828,1
TRX_012067,2023-11-30,VND_0138,United States,Gold_Bullion,3261.6897,2038.1,1953.9473,133.1314,9.8229,1
TRX_010898,2023-12-21,VND_0208,Japan,Copper_Cathode,6.907,3.91,3.8866,0.3098,9.7487,1
TRX_005799,2023-11-29,VND_0000,Canada,Gold_Bullion,3245.9589,2047.1,1953.9473,133.1314,9.7048,1
TRX_009121,2023-03-19,VND_0266,Switzerland,Copper_Cathode,6.8644,3.91,3.8866,0.3098,9.611,1
TRX_013568,2023-01-26,VND_0252,Canada,Gold_Bullion,3196.0682,1929.1,1953.9473,133.1314,9.33,1
TRX_011333,2023-03-07,VND_0035,Canada,Gold_Bullion,3195.4224,1813.9,1953.9473,133.1314,9.3252,1
TRX_003029,2023-05-16,VND_0130,Sanctioned_Proxy_Alpha,Aluminum_Ingot,3999.2127,2260.0,2278.4819,185.7981,9.2613,1
TRX_005399,2023-11-08,VND_0186,Sanctioned_Proxy_Alpha,Gold_Bullion,3184.7261,1951.5,1953.9473,133.1314,9.2448,1
TRX_009120,2023-01-25,VND_0219,Singapore,Aluminum_Ingot,3992.5519,2670.75,2278.4819,185.7981,9.2254,1
TRX_005295,2023-01-14,VND_0256,Switzerland,Gold_Bullion,3181.4739,1918.4,1953.9473,133.1314,9.2204,1
TRX_000031,2023-01-23,VND_0005,Germany,Copper_Cathode,6.7004,4.25,3.8866,0.3098,9.0817,1
TRX_003687,2023-01-26,VND_0055,Canada,Gold_Bullion,3161.989,1929.1,1953.9473,133.1314,9.0741,1
TRX_003664,2023-08-21,VND_0259,Singapore,Silver_Ingot,39.9561,23.3,23.5326,1.8176,9.036,1
TRX_000570,2023-02-24,VND_0084,Japan,Copper_Cathode,6.6792,3.95,3.8866,0.3098,9.0132,1
TRX_002139,2023-05-29,VND_0071,Canada,Gold_Bullion,3145.5414,1944.1,1953.9473,133.1314,8.9505,1
TRX_011224,2023-04-14,VND_0008,Canada,Gold_Bullion,3141.5794,2002.2,1953.9473,133.1314,8.9208,1
TRX_002259,2023-03-31,VND_0288,Sanctioned_Proxy_Alpha,Copper_Cathode,6.6163,4.1,3.8866,0.3098,8.8102,1
TRX_011327,2023-07-29,VND_0162,United States,Copper_Cathode,6.6015,3.92,3.8866,0.3098,8.7624,1
TRX_003047,2023-10-27,VND_0031,Australia,Gold_Bullion,3119.6805,1988.6,1953.9473,133.1314,8.7563,1
TRX_001927,2023-02-16,VND_0262,Singapore,Gold_Bullion,3112.1987,1842.0,1953.9473,133.1314,8.7001,1
TRX_005920,2023-08-29,VND_0132,United Arab Emirates,Copper_Cathode,6.5705,3.79,3.8866,0.3098,8.6626,1
TRX_005302,2023-11-26,VND_0097,Germany,Gold_Bullion,3103.7668,2002.2,1953.9473,133.1314,8.6367,1
TRX_007744,2023-11-03,VND_0241,Germany,Aluminum_Ingot,3881.032,2246.0,2278.4819,185.7981,8.6252,1
TRX_005039,2023-08-07,VND_0017,Sanctioned_Proxy_Beta,Aluminum_Ingot,3880.6384,2166.75,2278.4819,185.7981,8.6231,1
TRX_014645,2023-04-11,VND_0183,Singapore,Gold_Bullion,3094.9238,2004.8,1953.9473,133.1314,8.5703,1
TRX_001994,2023-02-01,VND_0264,Singapore,Gold_Bullion,3088.151,1927.8,1953.9473,133.1314,8.5194,1
TRX_012842,2023-12-28,VND_0087,Singapore,Aluminum_Ingot,3859.291,2319.0,2278.4819,185.7981,8.5082,1
TRX_010365,2023-06-07,VND_0201,United States,Copper_Cathode,6.5213,3.75,3.8866,0.3098,8.5038,1
TRX_008095,2023-03-26,VND_0152,Sanctioned_Proxy_Alpha,Aluminum_Ingot,3854.6469,2308.0,2278.4819,185.7981,8.4832,1
TRX_012932,2023-07-02,VND_0008,Canada,Gold_Bullion,3078.0419,1921.1,1953.9473,133.1314,8.4435,1
TRX_001064,2023-10-28,VND_0151,Sanctioned_Proxy_Alpha,Copper_Cathode,6.5008,3.63,3.8866,0.3098,8.4376,1
TRX_011660,2023-04-25,VND_0069,Japan,Aluminum_Ingot,3839.3743,2329.25,2278.4819,185.7981,8.401,1
TRX_009562,2023-04-28,VND_0125,Sanctioned_Proxy_Alpha,Silver_Ingot,38.745,25.0,23.5326,1.8176,8.3697,1
TRX_003954,2023-12-24,VND_0129,Canada,Gold_Bullion,3067.9142,2057.1,1953.9473,133.1314,8.3674,1
TRX_007557,2023-05-20,VND_0283,Switzerland,Gold_Bullion,3055.3365,1978.7,1953.9473,133.1314,8.273,1
TRX_014731,2023-12-29,VND_0129,Canada,Gold_Bullion,3054.6967,2062.4,1953.9473,133.1314,8.2681,1
TRX_012559,2023-05-12,VND_0254,Germany,Gold_Bullion,3050.6139,2014.5,1953.9473,133.1314,8.2375,1
TRX_006371,2023-12-12,VND_0194,Sanctioned_Proxy_Beta,Copper_Cathode,6.4377,3.79,3.8866,0.3098,8.2339,1
TRX_014518,2023-11-03,VND_0188,Canada,Silver_Ingot,38.3917,23.2,23.5326,1.8176,8.1753,1
TRX_004155,2023-12-15,VND_0196,Japan,Copper_Cathode,6.408,3.88,3.8866,0.3098,8.1381,1
TRX_002275,2023-10-14,VND_0249,United States,Copper_Cathode,6.4046,3.58,3.8866,0.3098,8.127,1
TRX_011594,2023-12-10,VND_0257,Switzerland,Gold_Bullion,3034.438,1998.3,1953.9473,133.1314,8.116,1
TRX_006626,2023-05-18,VND_0226,Singapore,Gold_Bullion,3033.6772,1956.5,1953.9473,133.1314,8.1103,1
TRX_006608,2023-02-18,VND_0005,Germany,Silver_Ingot,38.2609,21.69,23.5326,1.8176,8.1034,1
TRX_009316,2023-10-28,VND_0284,Sanctioned_Proxy_Alpha,Aluminum_Ingot,3779.4999,2222.75,2278.4819,185.7981,8.0788,1
TRX_008071,2023-03-17,VND_0295,Singapore,Gold_Bullion,3022.6002,1969.8,1953.9473,133.1314,8.0271,1
TRX_003191,2023-01-27,VND_0041,Sanctioned_Proxy_Beta,Silver_Ingot,38.0982,23.53,23.5326,1.8176,8.0138,1
TRX_005726,2023-02-08,VND_0056,United States,Aluminum_Ingot,3755.4081,2468.25,2278.4819,185.7981,7.9491,1
TRX_001921,2023-08-18,VND_0175,Australia,Gold_Bullion,3006.8606,1886.1,1953.9473,133.1314,7.9088,1
TRX_008633,2023-01-24,VND_0135,Singapore,Silver_Ingot,37.8886,23.65,23.5326,1.8176,7.8985,1
TRX_005744,2023-02-06,VND_0260,United States,Silver_Ingot,37.8151,22.18,23.5326,1.8176,7.8581,1
TRX_006980,2023-10-22,VND_0139,Australia,Gold_Bullion,2994.1445,1982.5,1953.9473,133.1314,7.8133,1
TRX_012774,2023-09-08,VND_0140,Sanctioned_Proxy_Alpha,Gold_Bullion,2993.4182,1918.4,1953.9473,133.1314,7.8079,1
TRX_003998,2023-03-15,VND_0045,Sanctioned_Proxy_Alpha,Copper_Cathode,6.3053,3.86,3.8866,0.3098,7.8065,1
TRX_006273,2023-06-15,VND_0184,United Arab Emirates,Gold_Bullion,2987.6663,1957.8,1953.9473,133.1314,7.7647,1
TRX_008929,2023-01-20,VND_0169,Sanctioned_Proxy_Alpha,Gold_Bullion,2955.2483,1926.4,1953.9473,133.1314,7.5212,1
TRX_012870,2023-11-09,VND_0278,United States,Silver_Ingot,37.1956,22.83,23.5326,1.8176,7.5173,1
TRX_013254,2023-01-22,VND_0194,Sanctioned_Proxy_Beta,Silver_Ingot,37.1083,23.83,23.5326,1.8176,7.4692,1
TRX_002107,2023-12-10,VND_0239,Germany,Silver_Ingot,37.0941,22.97,23.5326,1.8176,7.4614,1
TRX_007036,2023-12-29,VND_0264,Singapore,Gold_Bullion,2946.1988,2062.4,1953.9473,133.1314,7.4532,1
TRX_001730,2023-07-08,VND_0053,Sanctioned_Proxy_Beta,Silver_Ingot,37.0521,23.09,23.5326,1.8176,7.4383,1
TRX_014624,2023-10-30,VND_0140,Sanctioned_Proxy_Alpha,Copper_Cathode,6.171,3.65,3.8866,0.3098,7.3731,1
TRX_003369,2023-02-15,VND_0121,Singapore,Aluminum_Ingot,3642.0369,2354.75,2278.4819,185.7981,7.3389,1
TRX_005351,2023-03-23,VND_0126,Australia,Silver_Ingot,36.8646,23.14,23.5326,1.8176,7.3351,1
TRX_007267,2023-07-15,VND_0066,Germany,Silver_Ingot,36.8443,25.01,23.5326,1.8176,7.3239,1
TRX_009757,2023-08-14,VND_0170,Germany,Silver_Ingot,36.8207,22.64,23.5326,1.8176,7.311,1
TRX_011400,2023-06-07,VND_0171,Germany,Copper_Cathode,6.137,3.75,3.8866,0.3098,7.2633,1
TRX_011890,2023-04-03,VND_0003,Japan,Aluminum_Ingot,3626.6798,2378.75,2278.4819,185.7981,7.2563,1
TRX_004364,2023-08-03,VND_0220,Japan,Aluminum_Ingot,3625.3436,2168.25,2278.4819,185.7981,7.2491,1
TRX_008937,2023-09-01,VND_0140,Sanctioned_Proxy_Alpha,Copper_Cathode,6.1276,3.81,3.8866,0.3098,7.2329,1
TRX_000273,2023-08-13,VND_0039,United Arab Emirates,Copper_Cathode,6.1199,3.71,3.8866,0.3098,7.2082,1
TRX_008158,2023-01-02,VND_0104,Sanctioned_Proxy_Beta,Gold_Bullion,2909.2431,1839.7,1953.9473,133.1314,7.1756,1
TRX_009746,2023-06-29,VND_0118,Singapore,Copper_Cathode,6.0601,3.68,3.8866,0.3098,7.0153,1
TRX_005569,2023-08-09,VND_0021,Sanctioned_Proxy_Alpha,Silver_Ingot,36.0804,22.65,23.5326,1.8176,6.9037,1
TRX_010294,2023-10-17,VND_0193,United States,Copper_Cathode,6.0232,3.58,3.8866,0.3098,6.896,1
TRX_003483,2023-09-25,VND_0076,Germany,Gold_Bullion,2870.4161,1916.6,1953.9473,133.1314,6.8839,1
TRX_005497,2023-10-22,VND_0269,Sanctioned_Proxy_Alpha,Silver_Ingot,35.9623,23.35,23.5326,1.8176,6.8387,1
TRX_010831,2023-06-05,VND_0215,Sanctioned_Proxy_Beta,Silver_Ingot,35.8762,23.53,23.5326,1.8176,6.7913,1
TRX_009272,2023-11-03,VND_0182,Australia,Silver_Ingot,35.6275,23.2,23.5326,1.8176,6.6545,1
TRX_014372,2023-11-14,VND_0063,Australia,Aluminum_Ingot,3514.5782,2204.0,2278.4819,185.7981,6.6529,1
TRX_003145,2023-04-23,VND_0261,Germany,Copper_Cathode,5.9395,3.98,3.8866,0.3098,6.6258,1
TRX_010901,2023-04-26,VND_0014,Japan,Copper_Cathode,5.9345,3.85,3.8866,0.3098,6.6099,1
TRX_007879,2023-05-09,VND_0132,United Arab Emirates,Aluminum_Ingot,3504.3114,2333.75,2278.4819,185.7981,6.5976,1
TRX_013966,2023-10-18,VND_0223,Singapore,Gold_Bullion,2831.9809,1955.3,1953.9473,133.1314,6.5952,1
TRX_009774,2023-07-31,VND_0022,Singapore,Aluminum_Ingot,3501.52,2230.5,2278.4819,185.7981,6.5826,1
TRX_011398,2023-08-26,VND_0262,Singapore,Gold_Bullion,2817.2324,1911.1,1953.9473,133.1314,6.4845,1
TRX_008786,2023-09-09,VND_0152,Sanctioned_Proxy_Alpha,Copper_Cathode,5.8895,3.68,3.8866,0.3098,6.4644,1
TRX_013358,2023-09-03,VND_0016,Sanctioned_Proxy_Alpha,Copper_Cathode,5.8888,3.81,3.8866,0.3098,6.4623,1
TRX_009583,2023-03-17,VND_0278,United States,Silver_Ingot,35.1201,22.35,23.5326,1.8176,6.3753,1
TRX_013204,2023-08-12,VND_0140,Sanctioned_Proxy_Alpha,Silver_Ingot,35.1136,22.67,23.5326,1.8176,6.3717,1
TRX_011542,2023-02-20,VND_0119,Sanctioned_Proxy_Beta,Gold_Bullion,2790.1883,1840.4,1953.9473,133.1314,6.2813,1
TRX_008933,2023-06-17,VND_0146,Sanctioned_Proxy_Beta,Copper_Cathode,5.8181,3.88,3.8866,0.3098,6.2339,1
TRX_000157,2023-02-11,VND_0162,United States,Aluminum_Ingot,3429.0293,2429.0,2278.4819,185.7981,6.1925,1
TRX_013248,2023-02-14,VND_0072,Sanctioned_Proxy_Beta,Silver_Ingot,34.748,21.84,23.5326,1.8176,6.1706,1
TRX_011608,2023-05-12,VND_0249,United States,Silver_Ingot,34.6981,23.99,23.5326,1.8176,6.1432,1
TRX_013320,2023-09-12,VND_0266,Switzerland,Silver_Ingot,34.5156,23.13,23.5326,1.8176,6.0427,1
TRX_004137,2023-09-10,VND_0217,Japan,Silver_Ingot,34.4073,22.89,23.5326,1.8176,5.9831,1
TRX_002640,2023-11-13,VND_0107,Singapore,Aluminum_Ingot,3388.3999,2216.5,2278.4819,185.7981,5.9738,1
TRX_002557,2023-05-11,VND_0013,Canada,Aluminum_Ingot,3385.1615,2216.5,2278.4819,185.7981,5.9564,1
TRX_009710,2023-11-05,VND_0100,Japan,Aluminum_Ingot,3368.7923,2246.0,2278.4819,185.7981,5.8683,1
TRX_003601,2023-10-14,VND_0260,United States,Copper_Cathode,5.6913,3.58,3.8866,0.3098,5.8249,1
TRX_007703,2023-03-12,VND_0106,Sanctioned_Proxy_Beta,Copper_Cathode,5.6861,4.05,3.8866,0.3098,5.8079,1
TRX_001933,2023-08-21,VND_0228,United States,Copper_Cathode,5.6853,3.71,3.8866,0.3098,5.8055,1
TRX_002174,2023-03-18,VND_0266,Switzerland,Silver_Ingot,33.9936,22.35,23.5326,1.8176,5.7555,1
TRX_007324,2023-10-26,VND_0027,United States,Aluminum_Ingot,3325.9475,2193.5,2278.4819,185.7981,5.6377,1
TRX_002336,2023-08-30,VND_0019,Sanctioned_Proxy_Alpha,Copper_Cathode,5.6228,3.79,3.8866,0.3098,5.6038,1
TRX_008615,2023-05-11,VND_0190,Japan,Aluminum_Ingot,3306.9367,2216.5,2278.4819,185.7981,5.5353,1
TRX_000332,2023-08-17,VND_0097,Germany,Gold_Bullion,2656.83,1884.1,1953.9473,133.1314,5.2796,1
TRX_009731,2023-05-23,VND_0156,Switzerland,Copper_Cathode,5.517,3.64,3.8866,0.3098,5.2624,1
TRX_013939,2023-08-08,VND_0118,Singapore,Silver_Ingot,33.0399,22.72,23.5326,1.8176,5.2308,1
TRX_014629,2023-01-02,VND_0047,Singapore,Copper_Cathode,5.4968,3.77,3.8866,0.3098,5.1971,1
TRX_005888,2023-10-22,VND_0010,Singapore,Copper_Cathode,5.4917,3.54,3.8866,0.3098,5.1808,1
TRX_010241,2023-11-13,VND_0223,Singapore,Silver_Ingot,32.7827,22.3,23.5326,1.8176,5.0893,1
TRX_005842,2023-10-12,VND_0256,Switzerland,Copper_Cathode,5.4293,3.59,3.8866,0.3098,4.9793,1
TRX_007536,2023-05-08,VND_0030,United Arab Emirates,Aluminum_Ingot,3198.1557,2314.25,2278.4819,185.7981,4.9499,1
TRX_001839,2023-12-05,VND_0197,Sanctioned_Proxy_Beta,Copper_Cathode,5.4189,3.77,3.8866,0.3098,4.9455,1
TRX_005296,2023-07-11,VND_0251,United States,Copper_Cathode,5.4186,3.75,3.8866,0.3098,4.9446,1
TRX_014913,2023-11-17,VND_0252,Canada,Aluminum_Ingot,3182.5174,2177.5,2278.4819,185.7981,4.8657,1
TRX_013718,2023-08-23,VND_0272,Japan,Copper_Cathode,5.3876,3.8,3.8866,0.3098,4.8445,1
TRX_007424,2023-02-18,VND_0156,Switzerland,Gold_Bullion,2593.81,1840.4,1953.9473,133.1314,4.8063,1
TRX_009541,2023-09-09,VND_0062,Singapore,Aluminum_Ingot,3147.8308,2154.75,2278.4819,185.7981,4.679,1
TRX_003347,2023-02-14,VND_0151,Sanctioned_Proxy_Alpha,Silver_Ingot,31.7265,21.84,23.5326,1.8176,4.5082,1
TRX_001345,2023-07-08,VND_0222,Canada,Aluminum_Ingot,3107.1951,2111.25,2278.4819,185.7981,4.4603,1
TRX_005199,2023-02-23,VND_0298,Japan,Silver_Ingot,29.8116,21.3,23.5326,1.8176,3.4546,1
TRX_005922,2023-08-09,VND_0047,Singapore,Aluminum_Ingot,2918.8269,2122.75,2278.4819,185.7981,3.4465,1
TRX_009227,2023-01-25,VND_0283,Switzerland,Aluminum_Ingot,2704.19,2670.75,2278.4819,185.7981,2.2912,0
TRX_009635,2023-01-25,VND_0054,Japan,Aluminum_Ingot,2701.32,2670.75,2278.4819,185.7981,2.2758,0
TRX_002982,2023-01-18,VND_0296,Canada,Aluminum_Ingot,2694.32,2643.75,2278.4819,185.7981,2.2381,0
TRX_003901,2023-01-24,VND_0047,Singapore,Aluminum_Ingot,2693.79,2665.0,2278.4819,185.7981,2.2353,0
TRX_008836,2023-01-18,VND_0053,Sanctioned_Proxy_Beta,Aluminum_Ingot,2691.49,2643.75,2278.4819,185.7981,2.2229,0
TRX_004040,2023-01-28,VND_0051,Sanctioned_Proxy_Beta,Aluminum_Ingot,2687.02,2638.75,2278.4819,185.7981,2.1988,0
TRX_000457,2023-01-26,VND_0180,Sanctioned_Proxy_Alpha,Aluminum_Ingot,2686.97,2656.5,2278.4819,185.7981,2.1986,0
TRX_001420,2023-01-31,VND_0189,Japan,Aluminum_Ingot,2686.36,2639.0,2278.4819,185.7981,2.1953,0
TRX_014110,2023-01-18,VND_0135,Singapore,Aluminum_Ingot,2684.68,2643.75,2278.4819,185.7981,2.1862,0
TRX_012301,2023-01-29,VND_0020,Japan,Aluminum_Ingot,2684.4,2638.75,2278.4819,185.7981,2.1847,0
TRX_013726,2023-01-26,VND_0152,Sanctioned_Proxy_Alpha,Aluminum_Ingot,2684.37,2656.5,2278.4819,185.7981,2.1846,0
TRX_002582,2023-01-29,VND_0176,Sanctioned_Proxy_Alpha,Aluminum_Ingot,2683.28,2638.75,2278.4819,185.7981,2.1787,0
TRX_007077,2023-01-31,VND_0034,United Arab Emirates,Aluminum_Ingot,2682.98,2639.0,2278.4819,185.7981,2.1771,0
TRX_012181,2023-01-18,VND_0069,Japan,Aluminum_Ingot,2682.95,2643.75,2278.4819,185.7981,2.1769,0
TRX_012677,2023-01-23,VND_0185,Switzerland,Aluminum_Ingot,2682.46,2650.5,2278.4819,185.7981,2.1743,0
TRX_005112,2023-01-31,VND_0230,United States,Aluminum_Ingot,2679.23,2639.0,2278.4819,185.7981,2.1569,0
TRX_002466,2023-01-27,VND_0027,United States,Aluminum_Ingot,2677.13,2638.75,2278.4819,185.7981,2.1456,0
TRX_005704,2023-01-18,VND_0179,Japan,Aluminum_Ingot,2676.53,2643.75,2278.4819,185.7981,2.1424,0
TRX_001956,2023-01-25,VND_0078,Singapore,Aluminum_Ingot,2676.44,2670.75,2278.4819,185.7981,2.1419,0
TRX_009755,2023-01-23,VND_0072,Sanctioned_Proxy_Beta,Aluminum_Ingot,2676.35,2650.5,2278.4819,185.7981,2.1414,0
TRX_004691,2023-01-28,VND_0162,United States,Aluminum_Ingot,2675.67,2638.75,2278.4819,185.7981,2.1377,0
TRX_013398,2023-03-09,VND_0262,Singapore,Silver_Ingot,19.65,20.02,23.5326,1.8176,2.1362,0
TRX_009301,2023-01-29,VND_0133,Canada,Aluminum_Ingot,2674.75,2638.75,2278.4819,185.7981,2.1328,0
TRX_012174,2023-01-26,VND_0180,Sanctioned_Proxy_Alpha,Aluminum_Ingot,2672.69,2656.5,2278.4819,185.7981,2.1217,0
TRX_009995,2023-03-07,VND_0018,United States,Silver_Ingot,19.68,20.05,23.5326,1.8176,2.1197,0
TRX_001932,2023-01-28,VND_0186,Sanctioned_Proxy_Alpha,Aluminum_Ingot,2672.17,2638.75,2278.4819,185.7981,2.1189,0
TRX_005494,2023-01-26,VND_0034,United Arab Emirates,Aluminum_Ingot,2672.05,2656.5,2278.4819,185.7981,2.1183,0
TRX_005303,2023-01-27,VND_0047,Singapore,Aluminum_Ingot,2670.56,2638.75,2278.4819,185.7981,2.1102,0
TRX_006807,2023-01-18,VND_0199,United States,Aluminum_Ingot,2669.97,2643.75,2278.4819,185.7981,2.1071,0
TRX_010169,2023-03-07,VND_0167,Switzerland,Silver_Ingot,19.71,20.05,23.5326,1.8176,2.1032,0
TRX_006776,2023-01-24,VND_0271,Germany,Aluminum_Ingot,2669.21,2665.0,2278.4819,185.7981,2.103,0
TRX_001407,2023-01-28,VND_0168,Canada,Aluminum_Ingot,2668.71,2638.75,2278.4819,185.7981,2.1003,0
TRX_008601,2023-01-24,VND_0009,Sanctioned_Proxy_Beta,Aluminum_Ingot,2667.06,2665.0,2278.4819,185.7981,2.0914,0
TRX_001568,2023-01-29,VND_0285,Sanctioned_Proxy_Alpha,Aluminum_Ingot,2666.62,2638.75,2278.4819,185.7981,2.089,0
TRX_010207,2023-01-24,VND_0226,Singapore,Aluminum_Ingot,2666.22,2665.0,2278.4819,185.7981,2.0869,0
TRX_014524,2023-01-25,VND_0168,Canada,Aluminum_Ingot,2665.25,2670.75,2278.4819,185.7981,2.0817,0
TRX_013764,2023-01-18,VND_0041,Sanctioned_Proxy_Beta,Aluminum_Ingot,2663.76,2643.75,2278.4819,185.7981,2.0736,0
TRX_011500,2023-01-29,VND_0247,Sanctioned_Proxy_Alpha,Aluminum_Ingot,2663.64,2638.75,2278.4819,185.7981,2.073,0
TRX_014087,2023-01-28,VND_0125,Sanctioned_Proxy_Alpha,Aluminum_Ingot,2663.15,2638.75,2278.4819,185.7981,2.0704,0
TRX_009169,2023-03-08,VND_0073,Germany,Silver_Ingot,19.77,20.0,23.5326,1.8176,2.0701,0
TRX_007020,2023-01-28,VND_0234,Japan,Aluminum_Ingot,2661.14,2638.75,2278.4819,185.7981,2.0595,0
TRX_008463,2023-01-23,VND_0264,Singapore,Aluminum_Ingot,2661.02,2650.5,2278.4819,185.7981,2.0589,0
TRX_007328,2023-01-29,VND_0127,Sanctioned_Proxy_Alpha,Aluminum_Ingot,2660.3,2638.75,2278.4819,185.7981,2.055,0
TRX_011156,2023-01-18,VND_0252,Canada,Aluminum_Ingot,2660.07,2643.75,2278.4819,185.7981,2.0538,0
TRX_005620,2023-01-28,VND_0148,Germany,Aluminum_Ingot,2660.03,2638.75,2278.4819,185.7981,2.0536,0
TRX_012310,2023-01-22,VND_0152,Sanctioned_Proxy_Alpha,Aluminum_Ingot,2658.74,2608.75,2278.4819,185.7981,2.0466,0
TRX_006046,2023-01-26,VND_0052,United Arab Emirates,Aluminum_Ingot,2658.48,2656.5,2278.4819,185.7981,2.0452,0
TRX_003608,2023-01-22,VND_0282,Sanctioned_Proxy_Beta,Aluminum_Ingot,2657.15,2608.75,2278.4819,185.7981,2.0381,0
TRX_005966,2023-01-21,VND_0250,Sanctioned_Proxy_Alpha,Aluminum_Ingot,2656.74,2608.75,2278.4819,185.7981,2.0359,0
TRX_004802,2023-03-07,VND_0254,Germany,Silver_Ingot,19.86,20.05,23.5326,1.8176,2.0206,0
TRX_008867,2023-03-08,VND_0020,Japan,Silver_Ingot,19.86,20.0,23.5326,1.8176,2.0206,0
TRX_003665,2023-01-27,VND_0136,Germany,Aluminum_Ingot,2653.67,2638.75,2278.4819,185.7981,2.0193,0
TRX_004930,2023-03-08,VND_0298,Japan,Silver_Ingot,19.87,20.0,23.5326,1.8176,2.0151,0
TRX_004179,2023-02-01,VND_0283,Switzerland,Aluminum_Ingot,2651.98,2608.5,2278.4819,185.7981,2.0102,0
TRX_014558,2023-01-31,VND_0022,Singapore,Aluminum_Ingot,2651.88,2639.0,2278.4819,185.7981,2.0097,0
TRX_004689,2023-03-09,VND_0012,United States,Silver_Ingot,19.88,20.02,23.5326,1.8176,2.0096,0
TRX_000310,2023-01-15,VND_0230,United States,Aluminum_Ingot,2651.25,2602.0,2278.4819,185.7981,2.0063,0
TRX_006828,2023-01-14,VND_0084,Japan,Aluminum_Ingot,2650.37,2602.0,2278.4819,185.7981,2.0016,0
TRX_010265,2023-01-24,VND_0033,Japan,Aluminum_Ingot,2650.24,2665.0,2278.4819,185.7981,2.0009,0
